country,plant_name,capacity_megawatt,energy_source
Australia,"Landfill Management Services Shoal Bay",1.1,"Waste"
Australia,Laverton,1.5,"Oil"
Australia,"Laverton (Granny Smith Gold Mine)",30.6,"Oil"
Australia,"Laverton North",312,"Gas"
Australia,Leichhardt,60,"Gas"
Australia,"Leinster Nickel Mine",59,"Gas"
Australia,Lemonthyme,81.6,"Hydro"
Australia,"Leonards Hill",4.1,"Wind"
Australia,Leonora,4.43,"Gas"
Australia,Liapootah,87.3,"Hydro"
Australia,Liddell,2200,"Coal"
Australia,"Liddell Solar Thermal",9.3,"Solar"
Australia,"Lilyvale Solar Farm",100,"Solar"
Australia,"Lincoln Gap",10,"Wind"
Australia,Longford,31,"Gas"
Australia,Lonsdale,20,"Oil"
Australia,"Lower Lake Margaret",3.2,"Hydro"
Australia,"Lower Rubicon",13.55,"Hydro"
Australia,"Loy Yang A",2180,"Coal"
Australia,"Loy Yang B",1000,"Coal"
Australia,"Lucas Heights I",5.39,"Waste"
Australia,"Lucas Heights II",16,"Waste"
Australia,"Macarthur Wind Farm",420,"Wind"
Australia,Mackay,30,"Gas"
Australia,Mackintosh,79.9,"Hydro"
Australia,"Macknade Sugar Mill",8,"Biomass"
Australia,Mandurah,1.3,"Waste"
Australia,"Manildra Solar Farm",46,"Solar"
Australia,"Marble Bar Diesel Backup",1.28,"Oil"
Australia,Maryborough,7.5,"Biomass"
Australia,"Maryvale Mill",54.5,"Biomass"
Australia,"McArthur River Mine",78,"Gas"
Australia,"McKay Creek (Mount Beauty Hydro Scheme)",150,"Hydro"
Australia,Meadowbank,40,"Hydro"
Australia,Meekatharra,2.9,"Oil"
Australia,Melbourne,1.2,"Gas"
Australia,Merredin,82,"Gas"
Australia,"Mica Creek",325,"Gas"
Australia,Millmerran,856,"Coal"
Australia,Mintaro,90,"Gas"
Australia,"Moorabool North Wind Farm",131,"Wind"
Australia,"Moorabool South Wind Farm",131,"Wind"
Australia,Moranbah,12.56,"Gas"
Australia,"Moranbah North",45.7,"Gas"
Australia,Moree,60,"Solar"
Australia,Mornington,1,"Waste"
Australia,Mortlake,566,"Gas"
Australia,"Mortons Lane Wind Farm",20,"Wind"
Australia,"Mount Keith Nickel Mine",112,"Gas"
Australia,"Mount Magnet",1.9,"Gas"
Australia,"Mount Millar Wind Farm",70,"Wind"
Australia,"Mount Stuart",423,"Oil"
Australia,"Mt Gambier",10,"Biomass"
Australia,"Mt Gellibrand Wind Farm",189,"Wind"
Australia,"Mt Mercer Wind Farm",131,"Wind"
Australia,"Mt Piper",1400,"Coal"
Australia,"Mugga Lane",3.5,"Waste"
Australia,"Mugga Lane Solar Park",13,"Solar"
Australia,"Muja C",400,"Coal"
Australia,"Muja D",454,"Coal"
Australia,Mulgrave,13,"Biomass"
Australia,"Mumbida Wind Farm",55,"Wind"
Australia,Mungarra,112,"Gas"
Australia,Mungullah,18,"Gas"
Australia,Munmorah,600,"Coal"
Australia,"Murra Warra Wind Farm",429,"Wind"
Australia,"Murray 1",950,"Hydro"
Australia,"Murray 2",552,"Hydro"
Australia,"Murrin Murrin (Nickel Mine)",78,"Gas"
Australia,Musselroe,168,"Wind"
Australia,"Narrogin Bioenergy Plant",1,"Biomass"
Australia,Narromine,15,"Solar"
Australia,Neerabup,330,"Gas"
Australia,"Newman Iron Ore Mine",170,"Gas"
Australia,Newport,500,"Gas"
Australia,Nhulunbuy,24,"Oil"
Australia,Nieterana,2.2,"Hydro"
Australia,"Nine Network",3.2,"Oil"
Australia,Noranda,1.1,"Waste"
Australia,Normanton,4.5,"Solar"
Australia,"Norseman Mine",9,"Oil"
Australia,"North Brown Hill  Wind Farm",132.3,"Wind"
Australia,"North Sydney",2.4,"Gas"
Australia,Northam,10,"Solar"
Australia,"Numurkah Solar Farm",100,"Solar"
Australia,Nymboida,33.6,"Hydro"
Australia,"Nyngan Solar Plant",102,"Solar"
Australia,Oakey,282,"Gas"
Australia,"Oakey 1",25,"Solar"
Australia,"Oakey 2",55,"Solar"
Australia,"Oakland Hills Wind Farm",67,"Wind"
Australia,Oaky,4.8,"Hydro"
Australia,"Oaky Creek",20,"Gas"
Australia,Onslow,3.6,"Gas"
Australia,"Ord River",30,"Hydro"
Australia,Osborne,180,"Gas"
Australia,"Owen Springs",36,"Gas"
Australia,Paloona,28,"Hydro"
Australia,Paraburdoo,155,"Gas"
Australia,"Paraburdoo (Standby)",20,"Gas"
Australia,"Parkes Solar Farm",66,"Solar"
Australia,"Pedler Creek",3,"Waste"
Australia,"Pelican Point",478,"Gas"
Australia,"Perth Zoo",2.37,"Solar"
Australia,"Peterborough SA",4.9,"Solar"
Australia,Pindari,6.7,"Hydro"
Australia,"Pine Creek",34.76,"Gas"
Australia,Pinjar,576,"Gas"
Australia,"Pinjarra Bauxite Mine and Alumina Refinery",280,"Gas"
Australia,"Pioneer Sugar Mill",67.8,"Biomass"
Australia,"Plane Creek Sugar Mill",14,"Biomass"
Australia,"Plutonic Gold Mine",28,"Gas"
Australia,Poatina,100,"Hydro"
Australia,"Port Hedland",126,"Gas"
Australia,"Port Hedland (Smaller)",84,"Gas"
Australia,"Port Lincoln",73.5,"Oil"
Australia,"Port Stanvac",57.6,"Oil"
Australia,"Proserpine Sugar Mill",17,"Biomass"
Australia,Quarantine,224,"Gas"
Australia,"Racecourse Mill",3.5,"Biomass"
Australia,Ravensthorpe,56,"Oil"
Australia,"Red Hill",3.65,"Waste"
Australia,Redbank,150,"Coal"
Australia,Reece,238,"Hydro"
Australia,Remount,2.2,"Waste"
Australia,Repulse,28,"Hydro"
Australia,"Revesby Workers Club",2.5,"Oil"
Australia,Rochedale,4,"Waste"
Australia,Rockingham,2.1,"Waste"
Australia,"Rocky Point Sugar Sugar Mill",30,"Biomass"
Australia,"Roghan Road",2,"Waste"
Australia,"Rollingstone QLD",125,"Solar"
Australia,Roma,80,"Gas"
Australia,"Ron Goodin",44.6,"Gas"
Australia,"Ross River",148,"Solar"
Australia,Rowallan,10.5,"Hydro"
Australia,"Roy Hill",6,"Oil"
Australia,"Royalla Solar Farm",20,"Solar"
Australia,Rubicon,13.55,"Hydro"
Australia,"Rugby Run Solar Farm",65,"Solar"
Australia,"Sapphire Wind Farm",270,"Wind"
Australia,"Savannah Nickel Mine",10.8,"Oil"
Australia,"Shenton Park WMRC Project",1,"Waste"
Australia,"Shepparton Biogas Generation Plant",1.1,"Waste"
Australia,"Smithfield Energy",170.9,"Gas"
Australia,"Snowtown North",148,"Wind"
Australia,"Snowtown South",126,"Wind"
Australia,Snuggery,63,"Gas"
Australia,"Solomon Iron Ore Mine",125,"Gas"
Australia,Somerton,160,"Gas"
Australia,"South Cardup (Shale Road Landfill)",3.3,"Waste"
Australia,"South Johnstone",20,"Biomass"
Australia,Springvale,4.2,"Waste"
Australia,"St George Leagues Club",1,"Oil"
Australia,Stanwell,1460,"Coal"
Australia,"Stapylton Green Energy",4.8,"Biomass"
Australia,"Starfish Hill Wind Farm",34.5,"Wind"
Australia,"Studland Bay (Woolnorth) Wind Farm",75,"Wind"
Australia,Summerhill,5,"Solar"
Australia,Summerhill,2.2,"Waste"
Australia,"Sun Metals Solar Farm",124,"Solar"
Australia,"Suncoast Gold Macadamia",1.5,"Biomass"
Australia,Sunraysia,200,"Solar"
Australia,"Sunrise Dam",28.4,"Gas"
Australia,"Susan River",98,"Solar"
Australia,"Swan Hill",19,"Solar"
Australia,"Swanbank E",385,"Gas"
Australia,"Symex Port Melbourne",5.9,"Gas"
Australia,Tableland,7,"Biomass"
Australia,Tahmoor,7,"Gas"
Australia,"Tailem Bend Solar Farm",95,"Solar"
Australia,Tallawarra,460,"Gas"
Australia,"Tamala Park",4.65,"Waste"
Australia,"Tamar Valley",390,"Gas"
Australia,"Taralga Wind Farm",107,"Wind"
Australia,Tarong,1400,"Coal"
Australia,"Tarong (Oil)",15,"Oil"
Australia,"Tarong North",443,"Coal"
Australia,Tarraleah,90,"Hydro"
Australia,"Tatura Biogas Generation Plant",1.1,"Waste"
Australia,"Tea Tree Gully",1,"Waste"
Australia,"Telfer Gold Mine",159,"Gas"
Australia,"Tennant Creek",16.7,"Gas"
Australia,Teralba,3,"Gas"
Australia,"Terminal Storage",2.5,"Hydro"
Australia,"The Drop",3,"Hydro"
Australia,"Ti Tree Bioenergy",3.3,"Waste"
Australia,"Timber Creek",1,"Oil"
Australia,"Tods Corner",1.7,"Hydro"
Australia,"Tomago Aluminium Smelter",810,"Gas"
Australia,"Toora Wind Farm",21,"Wind"
Australia,"Torrens Island A",480,"Gas"
Australia,"Torrens Island B",800,"Gas"
Australia,"Tower Mine",41.2,"Gas"
Australia,Townsville,220,"Gas"
Australia,"Traralgon Network Support Station",10,"Waste"
Australia,Trevallyn,80,"Hydro"
Australia,Tribute,82.8,"Hydro"
Australia,"Tully Sugar Mill",21.4,"Biomass"
Australia,"Tumut 1 (Upper Tumut)",616,"Hydro"
Australia,"Tumut 2 (Upper Tumut)",336,"Hydro"
Australia,"Tumut 3",1500,"Hydro"
Australia,Tungatinah,125,"Hydro"
Australia,"University of Queensland (St Lucia Campus) Solar Array",1.2,"Solar"
Australia,"Upper Lake Margaret",8.4,"Hydro"
Australia,Uranquinty,664,"Gas"
Australia,"Uterne Solar",1,"Solar"
Australia,Valdora,15,"Solar"
Australia,"Vales Point B",1360,"Coal"
Australia,"Valley (Peaking Facility)",300,"Gas"
Australia,"Victoria Sugar Mill",24,"Biomass"
Australia,"Visy Paper Gibson Island",2,"Biomass"
Australia,"Visy Pulp and Paper Tumut",20,"Biomass"
Australia,Wadeye,6.8,"Gas"
Australia,Wagerup,380,"Gas"
Australia,"Wagerup Bauxite Mine and Alumina Refinery",98,"Gas"
Australia,"Walkaway Wind Farm",90,"Wind"
Australia,"Wallerawang C",500,"Coal"
Australia,Warmun,1.3,"Oil"
Australia,Warragamba,50,"Hydro"
Australia,Warrego,19,"Gas"
Australia,"Waterloo Wind Farm",111,"Wind"
Australia,"Wattle Point Wind Farm",90.75,"Wind"
Australia,"Waubra Wind Farm",192,"Wind"
Australia,Wayatinah,38.3,"Hydro"
Australia,Weddell,86,"Gas"
Australia,"Wemen Solar Farm",110,"Solar"
Australia,"West Angelas Mine",86,"Gas"
Australia,"West Illawarra Leagues Club",1,"Oil"
Australia,"West Kalgoorlie",60,"Oil"
Australia,"West Kiewa (Mount Beauty Hydro Scheme)",62,"Hydro"
Australia,"West Nowra (Shoalhaven)",1,"Waste"
Australia,"Western Suburbs Leagues Club (Campbelltown)",1,"Oil"
Australia,"White Rock",20,"Solar"
Australia,"Whitsunday Solar Farm",69,"Solar"
Australia,"Whitwood Road",1,"Waste"
Australia,"Whyalla SSE",6,"Solar"
Australia,"Wilga Park",16,"Gas"
Australia,Williamsdale,7,"Solar"
Australia,Wilmot,81.6,"Hydro"
Australia,"Wilpena Solar Farm",145,"Solar"
Australia,Wiluna,1.3,"Oil"
Australia,"Wiluna Gold Mine",21,"Gas"
Australia,"Windimurra Vanadium Mine",23.7,"Gas"
Australia,"Windy Hill Wind Farm",12,"Wind"
Australia,"Wingfield I",5,"Waste"
Australia,"Wingfield II",5,"Waste"
Australia,Wivenhoe,4.7,"Hydro"
Australia,"Wivenhoe Hydroelectric",500,"Hydro"
Australia,Wodgina,13.7,"Gas"
Australia,Wollert,6.738,"Waste"
Australia,"Wonthaggi Wind Farm",12,"Wind"
Australia,"Woodlawn Bioreactor",7,"Waste"
Australia,"Woodlawn Wind Farm",48,"Wind"
Australia,"Woodman Point",1.8,"Waste"
Australia,Worsley,120,"Coal"
Australia,"Worsley Cogeneration",106,"Gas"
Australia,"Wyangala A",20,"Hydro"
Australia,Wyndham,1,"Waste"
Australia,"Xstata X41",30,"Gas"
Australia,Yallourn,1480,"Coal"
Australia,"Yaloak South Wind Farm",131,"Wind"
Australia,"Yambuk Wind Farm",30,"Wind"
Australia,Yarrawonga,9,"Hydro"
Australia,Yarwun,154,"Gas"
Australia,Yatpool,81,"Solar"
Australia,Yulara,10.95,"Gas"
Australia,"Yurralyi Maya (Karratha Seven Mile)",180,"Gas"
Austria,Abwinden-Asten,168,"Hydro"
Austria,Altenmarkt,26,"Hydro"
Austria,Arnstein,30,"Hydro"
Austria,Aschach,287,"Hydro"
Austria,Bischofshofen,16,"Hydro"
Austria,Braunau-Simbach,100,"Hydro"
Austria,Dionysen,16,"Hydro"
Austria,Donaustadt,395,"Gas"
Austria,Ering-Frauenstein,72,"Hydro"
Austria,Erzbach,1,"Hydro"
Austria,Feistritz-Ludmannsdorf,88,"Hydro"
Austria,Feldkirchen,38,"Hydro"
Austria,"Ferlach Maria Rain",75,"Hydro"
Austria,Fisching,22,"Hydro"
Austria,"Freudenau Danube",172,"Hydro"
Austria,Friesach,12,"Hydro"
Austria,Funsingau,25,"Hydro"
Austria,Gabersdorf,14,"Hydro"
Austria,Gaming,14,"Hydro"
Austria,Gerlos,200,"Hydro"
Austria,Gratkorn,11,"Hydro"
Austria,Greifenstein,293,"Hydro"
Austria,Hieflau,63,"Hydro"
Austria,Hieflau-Erzbach,1,"Hydro"
Austria,Jochenstein,132,"Hydro"
Austria,"KW Amlach",60,"Hydro"
Austria,"KW Imst",89,"Hydro"
Austria,"KW Jenbach",79,"Hydro"
Austria,"KW Kaunertal",392,"Hydro"
Austria,"KW Kühtai",289,"Hydro"
Austria,"KW Silz",500,"Hydro"
Austria,"Kaprun Limberg II",480,"Hydro"
Austria,"Kaprun Oberstufe",113,"Hydro"
Austria,"Kaprun main stage",240,"Hydro"
Austria,Kellerberg,25,"Hydro"
Austria,Klammsee,1,"Hydro"
Austria,Klaus,20,"Hydro"
Austria,"Kopswerk II",525,"Hydro"
Austria,Kreuzbergmaut,18,"Hydro"
Austria,"Kreuzeck days storage",45,"Hydro"
Austria,Krippau,30,"Hydro"
Austria,Landl,25,"Hydro"
Austria,Laufnitzdorf,18,"Hydro"
Austria,Lebring,20,"Hydro"
Austria,Leoben,10,"Hydro"
Austria,Losenstein,39,"Hydro"
Austria,"Low Tuxbach - Small power plant Stillupp",2,"Hydro"
Austria,Lünerseewerk,280,"Hydro"
Austria,"Malta Secondary school",120,"Hydro"
Austria,"Malta main stage",730,"Hydro"
Austria,Mandling,6,"Hydro"
Austria,Mayrhofen,355,"Hydro"
Austria,Melk,187,"Hydro"
Austria,"Mellach run power plant",16,"Hydro"
Austria,Neuötting,26.1,"Hydro"
Austria,Niklai,2,"Hydro"
Austria,"Nussdorf near Vienna",5,"Hydro"
Austria,"Oberaudorf Ebbs",60,"Hydro"
Austria,Obervermuntwerk,30,"Hydro"
Austria,Obervogau,13,"Hydro"
Austria,Ottensheim-Wilhering,179,"Hydro"
Austria,Passau-Ingling,86,"Hydro"
Austria,Paternion,24,"Hydro"
Austria,Peggau,13,"Hydro"
Austria,Pernegg,22,"Hydro"
Austria,Pichlern,2,"Hydro"
Austria,Rabenstein,14,"Hydro"
Austria,Retznei,1,"Hydro"
Austria,"Rodundwerk I",198,"Hydro"
Austria,"Rodundwerk II",295,"Hydro"
Austria,Rosegg-St. James,80,"Hydro"
Austria,Rosenau,34,"Hydro"
Austria,Schonau,30,"Hydro"
Austria,Schwabeck,79,"Hydro"
Austria,Schwarzach,120,"Hydro"
Austria,Simmering,1272,"Gas"
Austria,"St. Georgen",6,"Hydro"
Austria,"St. Johann",16,"Hydro"
Austria,"St. Martin",10,"Hydro"
Austria,"St. Pantaleon",52,"Hydro"
Austria,"St. Veit",16,"Hydro"
Austria,Staning,43,"Hydro"
Austria,Steinfeld,1,"Hydro"
Austria,Ternberg,40,"Hydro"
Austria,Timelkam,400,"Gas"
Austria,Triebenbach,10,"Hydro"
Austria,Tuxbach,1,"Hydro"
Austria,Urreiting,16,"Hydro"
Austria,Vermuntwerk,157,"Hydro"
Austria,Vienna-Freudenau,172,"Hydro"
Austria,Villach,25,"Hydro"
Austria,Walgauwerk,86,"Hydro"
Austria,"Wallnerau Salzach stage",13,"Hydro"
Austria,"Wallnerau underwater stage",5,"Hydro"
Austria,Wallsee-Mitterkirchen,210,"Hydro"
Austria,Weissenegg,1,"Hydro"
Austria,Werfen-Pfarrwerfen,16,"Hydro"
Austria,Weyer,37,"Hydro"
Austria,"Wind Park Bruck an der Leitha",9,"Wind"
Austria,"Wind Park Hollern II",37,"Wind"
Austria,"Wind Park Petronell-Carnuntum II",21,"Wind"
Austria,"Windpark Bruck-Göttlesbrunn",21,"Wind"
Austria,Ybbs-Persenbeug,236,"Hydro"
Azerbaijan,"Astara ES",87,"Gas"
Azerbaijan,"Azerbaijan TPP",2400,"Oil"
Azerbaijan,"Baku ES",105,"Gas"
Azerbaijan,"Baku TEC",107,"Gas"
Azerbaijan,Gusar,1,"Hydro"
Azerbaijan,Janub,780,"Gas"
Azerbaijan,"Khachmaz ES",87,"Gas"
Azerbaijan,Mingechevir,402,"Hydro"
Azerbaijan,"Sangachal ES",299,"Gas"
Azerbaijan,Shamkir,405,"Hydro"
Azerbaijan,Shimal,400,"Gas"
Azerbaijan,Sumqayit,525,"Gas"
Azerbaijan,Varvara,16,"Hydro"
Azerbaijan,Yenikend,150,"Hydro"
Bahrain,"Al Dur Power and Water",1540,"Gas"
Bahrain,"Al Ezzel Power Station",962,"Gas"
Bahrain,"Alba Power Station",2204,"Gas"
Bahrain,Awali,5,"Solar"
Bahrain,"Hawar Power ad Water Station",7.3,"Oil"
Bahrain,"Hidd Power and Water station 1",963,"Gas"
Bahrain,"Rifa'a Power Station",700,"Gas"
Bahrain,"Sitra Power an Water Station",1205,"Gas"
Bangladesh,Amnura,50,"Oil"
Bangladesh,"Ashuganj (Aggreko)",1649,"Gas"
Bangladesh,"Baghabari GT 1",223,"Gas"
Bangladesh,"Barabkunda (Regent)",22,"Oil"
Bangladesh,"Barishal GT-unit-1 2",40,"Gas"
Bangladesh,"Barupukuria ST 1",250,"Coal"
Bangladesh,"Bera Peaking",71,"Oil"
Bangladesh,"Bheramara GT (Unit-1 2 3)",560,"Oil"
Bangladesh,"Bhola CCPP GT-1 2 ST",227,"Gas"
Bangladesh,"Bogra GBB",42,"Gas"
Bangladesh,"CLCPC Keranigonj",100,"Oil"
Bangladesh,"Chittagong Roazan",553,"Gas"
Bangladesh,Faridpur,54,"Oil"
Bangladesh,"Fenchuganj (Barakatullah)",296,"Gas"
Bangladesh,"Feni (Doreen)",33,"Gas"
Bangladesh,"Ghorasal ST :Unit-3",861,"Gas"
Bangladesh,Gopalganj,5,"Solar"
Bangladesh,"Gopalganj Peaking",109,"Oil"
Bangladesh,Hathazari,98,"Oil"
Bangladesh,"Hobiganj (Confidence-EP)",11,"Gas"
Bangladesh,"Horippur Power CCPP",946,"Gas"
Bangladesh,"Jamalpur RPP",95,"Oil"
Bangladesh,"Jangalia (Summit)",85,"Gas"
Bangladesh,Jhulda,100,"Oil"
Bangladesh,"Kaptai Hydro:Unit-1 2 3 4 5",230,"Hydro"
Bangladesh,"Karanigonj (Powerpac)",100,"Oil"
Bangladesh,"Katakhali (Peaking)",100,"Oil"
Bangladesh,"Kathpotti 52 mw",52,"Oil"
Bangladesh,"Khulna (KPCL-2)",510,"Gas"
Bangladesh,"Kodda Gajipur",149,"Oil"
Bangladesh,"Madanganj (Summit)",157,"Oil"
Bangladesh,"Meghnaghat CCPP",855,"Gas"
Bangladesh,Mymensingh,210,"Gas"
Bangladesh,"Narshingdi (Doreen)",22,"Oil"
Bangladesh,"Noapara (khanjahan ali)",40,"Oil"
Bangladesh,"Northen 55 MW",55,"Oil"
Bangladesh,"Pagla (DPA)",50,"Oil"
Bangladesh,"Patenga 50 MW",50,"Oil"
Bangladesh,"Rangpur GT",20,"Oil"
Bangladesh,"Santahar Peaking",50,"Oil"
Bangladesh,"Shahjibazar 330 MW",536,"Gas"
Bangladesh,"Shiddirganj ST",210,"Gas"
Bangladesh,"Shikalbaha Peaking (GT)",261,"Oil"
Bangladesh,"Siddhirganj (Dutch Bangla)",520,"Gas"
Bangladesh,"Siddirgonj (Desh)",96,"Oil"
Bangladesh,"Summit Barisal 110MW",110,"Gas"
Bangladesh,"Summit Bibiana-2",341,"Gas"
Bangladesh,"Summit Power  Comilla",25,"Gas"
Bangladesh,"Summit Power  Maona",33,"Gas"
Bangladesh,"Summit Power (Madhabdi+Ashulia)",80,"Gas"
Bangladesh,"Summit Power Rupgonj",33,"Gas"
Bangladesh,"Sylhet (Energyprima)",222,"Gas"
Bangladesh,Teknaf,28,"Solar"
Bangladesh,"Thakurgaon (RZ)",47,"Oil"
Bangladesh,Titas(Dautkandi),52,"Oil"
Bangladesh,"Tongi GT",105,"Gas"
Bangladesh,"Ullapara (Summit)",11,"Gas"
Belarus,"Bereza SDPP Thermal Power Plant Belarus",1130,"Gas"
Belarus,"Blizhnyaya Rechitsa",55,"Solar"
Belarus,"Blizhnyaya Rechitsa 2",109,"Solar"
Belarus,"Bobruisk CHP-2 Power Plant Belarus",180,"Gas"
Belarus,"Bragin EP",4.1,"Solar"
Belarus,Brahin,18.5,"Solar"
Belarus,Chechevicy,11.3,"Solar"
Belarus,Elsk,16.3,"Solar"
Belarus,"Gomel-1 CHP Power Plant Belarus",6,"Gas"
Belarus,"Gomel-2 CHP Power Plant Belarus",544,"Gas"
Belarus,"Grodno CHP-2 Power Plant Belarus",180,"Gas"
Belarus,"Lida Power Plant Belarus",43,"Gas"
Belarus,"Lukoml Thermal Power Plant Belarus",2460,"Gas"
Belarus,"Minsk-3 CHP CCGT Power Plant",542,"Gas"
Belarus,"Minsk-4 CHP CCGT Power Plant",1035,"Gas"
Belarus,"Minsk-5 CHP CCGT Power Plant",780,"Gas"
Belarus,"Mogilev CHP-2 Thermal Power Plant Ukraine",345,"Gas"
Belarus,"Mozyr Thermal Power Plant Belarus",195,"Gas"
Belarus,"Novopolotsk Thermal Power Plant Belarus",505,"Gas"
Belarus,"Orsha Cogeneration CCGT Power Plant Belarus",73,"Gas"
Belarus,Smorgon,18.7,"Solar"
Belarus,"Svetlogorsk CHP Power Plant Belarus",155,"Gas"
Belarus,"Vitebsk Thermal Power Plant Belarus",75,"Gas"
Belarus,"Zhodino CHP CCGT Power Plant",54,"Gas"
Belgium,"AALTER TJ",18.6,"Oil"
Belgium,"ANGLEUR TG 41",128,"Gas"
Belgium,"AWIRS 4",95,"Biomass"
Belgium,"Aalst Syral GT",43,"Gas"
Belgium,"Aalst Syral ST",5,"Gas"
Belgium,"Amercoeur 1 R TGV",451,"Gas"
Belgium,"Aspiravi Wuustwezel",22.1,"Wind"
Belgium,"BEERSE TJ",33.2,"Oil"
Belgium,"BUDA TJ",18.6,"Oil"
Belgium,BUTGENBACH,1.8,"Hydro"
Belgium,"Belwind Phase 1",171,"Wind"
Belgium,"Beveren 2 Indaver",20,"Waste"
Belgium,"Beveren Ineos Phenolchemie",22.8,"Gas"
Belgium,"CIERREUX TJ",18.6,"Oil"
Belgium,COO,1164,"Hydro"
Belgium,"DOEL 4",2910,"Nuclear"
Belgium,"DROGENBOS DM 51",5,"Gas"
Belgium,"DROGENBOS GT0",48,"Gas"
Belgium,"DROGENBOS TGV",465,"Gas"
Belgium,"Deux-Acren TJ",18.6,"Oil"
Belgium,"Electrawinds biomassa Oostende",17.9,"Waste"
Belgium,"Froidchapelle Wind",25,"Wind"
Belgium,"HAM-GENT WKK",52,"Gas"
Belgium,"HEID-DE-GOREUX 1",8,"Hydro"
Belgium,"HERDERSBRUG STEG",465,"Gas"
Belgium,"HERDERSBRUG WIND",3,"Wind"
Belgium,"HU AMPSIN-NEUVILLE",9.9,"Hydro"
Belgium,"HU ANDENNE",9,"Hydro"
Belgium,"HU GRAND-MALADES",5,"Hydro"
Belgium,"HU IVOZ-RAMET",10,"Hydro"
Belgium,"HU LIXHE",20,"Hydro"
Belgium,"HU MONSIN",19.7,"Hydro"
Belgium,"INESCO WKK",138,"Gas"
Belgium,IVBO,16,"Waste"
Belgium,"Incinerateur THUMAIDE (IPALLE)",32,"Waste"
Belgium,"Intradel Herstal",32,"Waste"
Belgium,Kristal,99.5,"Solar"
Belgium,"LANGERBRUGGE STORA ST 2",50,"Waste"
Belgium,"LANGERLO 1",470,"Coal"
Belgium,"LANGERLO 4 REPOWERING",86,"Gas"
Belgium,"La Vierre",1.9,"Hydro"
Belgium,"Loghidden City",13,"Solar"
Belgium,"Marcinelle Energie (Carsid)",405,"Gas"
Belgium,"Noordschote TJ",18.6,"Oil"
Belgium,Northwind,216,"Wind"
Belgium,"PLATE TAILLE T",144,"Hydro"
Belgium,"RINGVAART STEG",357,"Gas"
Belgium,"RODENHUIZE 4",268,"Biomass"
Belgium,"RODENHUIZE WIND",4.5,"Wind"
Belgium,"SAINT-GHISLAIN STEG",350,"Gas"
Belgium,"SCHELLE WIND",4.5,"Wind"
Belgium,"Schaerbeek Siomab ST1",45,"Waste"
Belgium,"T-power Beringen",422,"Gas"
Belgium,"TIHANGE 1N",962,"Nuclear"
Belgium,"TIHANGE 3",2053.8,"Nuclear"
Belgium,"Thorntonbank - C-Power - Area NE",147.6,"Wind"
Belgium,"Thorntonbank - C-Power - Area SW",177.6,"Wind"
Belgium,"WM Park Powerport Zeebrugge",12,"Wind"
Belgium,Wilmarsdonk,3.7,"Solar"
Belgium,"Wilrijk Isvag",10.5,"Waste"
Belgium,"Windvision Estinnes WIND",80,"Wind"
Belgium,"ZEEBRUGGE WIND",12,"Wind"
Belgium,"Zedelgem TJ",18.6,"Oil"
Belgium,"Zeebrugge 2 Fluxys",40,"Gas"
Belgium,"Zeebrugge TJ",18.6,"Oil"
Belgium,"Zelzate 2 Knippegroen",315,"Gas"
Belgium,"Zelzate TJ",18.6,"Oil"
Belgium,"Zwijndrecht Lanxess GT",43,"Gas"
Belgium,"Zwijndrecht Lanxess ST",15,"Gas"
Benin,Akpakpa,40.5,"Gas"
Benin,Cotonou,20,"Oil"
Bhutan,"Basochhu Hydroelectric Power Plant Bhutan",64,"Hydro"
Bhutan,"Chhukha Hydroelectric Power Plant Bhutan",336,"Hydro"
Bhutan,"Kurichhu Hydro-electric Power Station Bhutan",60,"Hydro"
Bhutan,"Rangjung Small Hydroelectric Power Plant Bhutan",2.2,"Hydro"
Bhutan,"Tala Hydroelectric Power Plant Bhutan",1020,"Hydro"
Bolivia,"Aranjuez Power Plant Bolivia",36.7,"Gas"
Bolivia,"Botijlaca Hydroelectric Power Plant Bolivia",10.6,"Hydro"
Bolivia,"Bulo Bulo OCGT Power Plant Bolivia",90,"Gas"
Bolivia,"Cahua Hydroelectric Power Plant Bolivia",30,"Hydro"
Bolivia,"Carrasco OCGT Power Plant Bolivia",152.6,"Gas"
Bolivia,"Chojlla Hydroelectric Power Plant Bolivia",38.4,"Hydro"
Bolivia,"Chururaqui Hydroelectric Power Plant Bolivia",34,"Hydro"
Bolivia,Cobija,5,"Solar"
Bolivia,"Corani Hydroelectric Power Plant Bolivia",54,"Hydro"
Bolivia,"Cutichucho Hydroelectric Power Plant Bolivia",24,"Hydro"
Bolivia,"El Alto (El Kenko) Power Plant Bolivia",80.42,"Gas"
Bolivia,"Entre Rios Power Plant Bolivia",120,"Gas"
Bolivia,"Guaracachi CCGT Power Plant Bolivia",350,"Gas"
Bolivia,"Harca Hydroelectric Power Plant Bolivia",30,"Hydro"
Bolivia,"Huaji Hydroelectric Power Plant Bolivia",34,"Hydro"
Bolivia,"Karachipampa Power Plant Bolivia",14.4,"Gas"
Bolivia,"Sainani Hydroelectric Power Plant Bolivia",11,"Hydro"
Bolivia,"Santa Cruz Power Plant Bolivia",42.3,"Gas"
Bolivia,"Santa Isabel Hydroelectric Power Plant Bolivia",93.4,"Hydro"
Bolivia,"Santa Rosa Hydroelectric Power Plant Bolivia",18,"Hydro"
Bolivia,"Tiquimani Hydroelectric Power Plant Bolivia",9.6,"Hydro"
